sn,amusing_name,ra,dec,z,seeing,sample,PISCO,P95,P96,P97,P98,P99,Other,MaNGA,HexPak,Swsp,csp1,csp2,phot,ST,Sterr,COL,COLerr,Bmag,Bmagerr,othername
LSQ13pf,NaN,13:48:14.35,-11:38:38.58,0.086,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
iPTF13dwl,NaN,21:16:49.05,+12:00:50.80,0.087,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
iPTF14uo,NaN,13:18:57.69,+09:42:40.30,0.09,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ14gov,NaN,04:06:01.33,-16:01:41.49,0.09,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ12gyc,NaN,02:45:50.07,-17:55:45.74,0.093,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ13dby,NaN,03:26:42.84,-34:38:05.49,0.1,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ12cdl,NaN,12:53:39.96,-18:30:26.16,0.108,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
iPTF13dyt,NaN,05:01:48.26,+02:41:49.70,0.11,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ14gfn,NaN,03:28:32.16,-04:12:14.22,0.122,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ13dqh,NaN,04:22:05.90,-02:53:24.24,0.13,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KISS13l,NaN,11:14:54.07,+29:35:06.00,0.132,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ12hnr,NaN,10:43:14.77,-08:46:40.89,0.135,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ12cda,NaN,13:50:02.32,+09:37:47.10,0.138,NaN,,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2004dt,NaN,02:02:12.77,-00:05:51.5,0.0197303,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,0,0.864,0.015,-0.17,0.034,14.679,0.047,NaN
SN2004eo,NaN,20:32:54.19,+09:55:42.7,0.0231093,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,1,0.892,0.004,0.038,0.015,15.068,0.045,NaN
SN2004gc,NaN,05:21:49.95,+06:40:33.7,0.0307012,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,1,0.965,0.013,0.107,0.023,16.642,0.086,NaN
SN2004gu,NaN,12:46:24.72,+11:56:56.1,0.0453647,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,1,1.15,0.01,0.095,0.024,17.417,0.014,NaN
SN2005A,NaN,02:30:43.25,-02:56:19.8,0.0191399,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,1,0.973,0.009,1.072,0.009,18.151,0.014,NaN
SN2005al,NaN,13:50:00.33,-30:34:34.2,0.0124019,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,1,0.864,0.008,-0.076,0.016,14.817,0.025,NaN
SN2005am,NaN,09:16:12.47,-16:18:16.0,0.00789880,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,1,0.775,0.006,0.035,0.015,13.6,0.026,NaN
SN2005bl,NaN,12:04:12.26,+20:24:24.8,0.0240600,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,1,0.618,0.005,0.522,0.022,18.507,0.016,NaN
SN2005bo,NaN,12:49:41.03,-11:05:47.3,0.0136861,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,1,0.852,0.02,0.222,0.017,15.638,0.023,NaN
SN2005el,NaN,05:11:48.72,+05:11:39.4,0.0149103,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,1,0.856,0.006,-0.096,0.024,14.844,0.049,NaN
SN2005iq,NaN,23:58:32.50,-18:42:33.0,0.0340436,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,1,0.881,0.008,-0.084,0.021,16.765,0.011,NaN
SN2005ki,NaN,10:40:28.22,+09:12:08.4,0.0196069,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,1,0.867,0.006,-0.068,0.02,15.538,0.018,NaN
SN2005mc,NaN,08:27:06.36,+21:38:45.6,0.0252208,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,1,0.746,0.015,0.272,0.021,17.127,0.03,NaN
SN2005W,NaN,01:50:45.77,+21:45:35.4,0.00888948,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,1,0.954,0.007,0.131,0.011,14.124,0.03,NaN
SN2006ax,NaN,11:24:03.46,-12:17:29.2,0.0168116,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,1,0.987,0.006,-0.115,0.009,14.963,0.022,NaN
SN2006bd,NaN,11:38:28.46,+20:31:34.4,0.0257245,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,0,0.645,0.038,0.854,0.055,18.56,0.055,NaN
SN2006bh,NaN,22:40:16.10,-66:29:06.3,0.0108475,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,1,0.818,0.006,-0.05,0.013,14.343,0.015,NaN
SN2006ev,NaN,21:30:59.26,+13:59:21.2,0.0287332,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,0,0.872,0.015,0.124,0.028,17.044,0.047,NaN
SN2006gj,NaN,03:17:35.80,-01:41:30.2,0.0283529,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,1,0.711,0.017,0.252,0.023,17.604,0.036,NaN
SN2006hb,NaN,05:02:01.28,-21:07:55.1,0.0153439,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,0,0.735,0.037,-0.02,0.047,15.195,0.098,NaN
SN2006kf,NaN,03:41:50.48,+08:09:25.0,0.0213014,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,1,0.767,0.007,-0.025,0.025,15.809,0.1,NaN
SN2007ai,NaN,16:12:53.74,-21:37:48.7,0.0316619,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,1,1.131,0.022,0.128,0.03,16.832,0.135,NaN
SN2007as,NaN,09:27:36.01,-80:10:39.2,0.0175722,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,1,0.906,0.014,0.033,0.026,15.341,0.061,NaN
SN2007bm,NaN,11:25:02.30,-09:47:53.8,0.00619429,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,1,0.923,0.014,0.474,0.013,14.494,0.022,NaN
SN2007if,NaN,01:10:51.37,+15:27:39.9,0.0741999,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,0,1.073,0.027,-0.095,0.037,16.668,0.066,NaN
SN2007jd,NaN,02:59:53.37,+01:09:38.6,0.0726336,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2007jg,NaN,03:29:50.82,+00:03:24.6,0.0371324,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,1,0.934,0.012,0.064,0.024,17.217,0.043,NaN
SN2007jh,NaN,03:36:01.54,+01:06:12.2,0.0407949,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,1,0.689,0.012,0.051,0.028,18.321,0.044,NaN
SN2007N,NaN,12:49:01.25,-09:27:10.2,0.0128789,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,1,0.521,0.013,1.055,0.015,18.132,0.021,NaN
SN2007on,NaN,03:38:50.90,-35:34:30.0,0.00649449,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,1,0.714,0.005,0.127,0.006,13.017,0.009,NaN
SN2007st,NaN,01:48:42.47,-48:38:57.8,0.0211813,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2007ux,NaN,10:09:19.98,+14:59:32.8,0.0309147,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,1,0.593,0.018,NaN,NaN,17.426,0.082,NaN
SN2008bd,NaN,10:18:23.32,-13:06:11.2,0.0301042,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2008bf,NaN,12:04:02.90,+20:14:42.6,0.0235000,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,1,1.039,0.01,-0.441,0.013,15.664,0.017,NaN
SN2008bi,NaN,08:35:53.39,+00:42:23.1,0.0134460,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,0,0.56,0.026,0.309,0.051,16.361,0.093,NaN
SN2008bq,NaN,06:41:02.51,-38:02:19.0,0.0340002,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,1,1.046,0.015,0.097,0.008,16.698,0.038,NaN
SN2008bt,NaN,10:50:16.88,-12:06:32.0,0.0153640,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2008bz,NaN,12:38:57.74,+11:07:46.2,0.0602784,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,1,0.962,0.068,-0.112,0.029,17.903,0.049,NaN
SN2008C,NaN,06:57:11.53,+20:26:13.7,0.0166215,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,1,0.992,0.018,0.137,0.011,15.554,0.042,NaN
SN2008cc,NaN,21:03:29.62,-67:11:01.1,0.0103939,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2008cd,NaN,13:15:01.75,-15:57:06.8,0.00741179,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,0,0.718,0.032,1.997,0.051,19.034,0.131,NaN
SN2008fl,NaN,19:36:44.84,-37:33:04.5,0.0199138,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2008fr,NaN,01:11:49.14,+14:38:27.0,0.0390003,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,1,1.097,0.018,-0.106,0.016,16.77,0.03,NaN
SN2008fu,NaN,03:02:28.50,-24:27:21.5,0.0524063,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2008fw,NaN,10:28:55.97,-44:39:55.6,0.00854925,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2008gg,NaN,01:25:23.04,-18:10:20.8,0.0320155,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2008gl,NaN,01:20:54.82,+04:48:19.1,0.0340169,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,1,0.879,0.013,0.012,0.014,16.804,0.016,NaN
SN2008gp,NaN,03:23:00.73,+01:21:42.8,0.0334131,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,1,0.99,0.008,-0.112,0.009,16.347,0.051,NaN
SN2008hu,NaN,08:09:14.76,-18:39:13.1,0.0497000,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2008O,NaN,06:57:34.46,-45:48:44.3,0.0388569,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2008R,NaN,03:03:53.70,-11:59:39.4,0.0135027,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,1,0.663,0.013,0.138,0.009,15.236,0.031,NaN
SN2009ab,NaN,04:16:36.39,+02:45:51.0,0.0111711,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2009ad,NaN,05:03:33.38,+06:39:35.7,0.0283996,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,1,1.024,0.01,-0.082,0.013,16.09,0.046,NaN
SN2009ag,NaN,07:11:40.81,-26:41:06.3,0.00863931,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,1,0.977,0.013,0.132,0.022,14.523,0.105,NaN
SN2009al,NaN,10:51:22.07,+08:34:42.7,0.0221053,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,1,0.967,0.012,0.083,0.014,16.207,0.018,NaN
SN2009cz,NaN,09:15:00.02,+29:44:07.1,0.0211380,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2009dc,NaN,15:51:12.12,+25:42:28.0,0.0213915,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,1,1.333,0.022,-0.124,0.007,14.984,0.03,NaN
SN2009F,NaN,04:59:23.56,-11:07:50.1,0.0129556,NaN,,0,0,0,0,0,0,0,0,0,0,1,0,1,0.496,0.008,0.584,0.01,16.859,0.043,NaN
